date,timestamp,team1,team2,tier,best_of,actual,pred_elo_raw,pred_elo_series,pred_map_composite,pred_map_series,pred_round_series,pred_elo_team1,pred_elo_team2
2026-02-06,1770415200,Fake do Biru,9z Team,B,Bo3,0.0,0.3738469133173339,0.3147857221254827,0.46376442219640385,0.445741789161085,0.3250317868407252,1529.9096099806911,1619.504300617868
2026-02-06,1770417000,SportsBetExpert,Zomblers,C,Bo3,0.0,0.5158971073947686,0.5238376261210318,0.5049677693641401,0.5074514088497082,0.5503244357525284,1526.4267426171791,1515.3765765464634
2026-02-06,1770417000,Regain,Team mouse,C,Bo3,1.0,0.5016680716636753,0.5025020982128173,0.496849484571484,0.495274289399667,0.5466596330815927,1485.741012128978,1484.5819129184388
2026-02-06,1770417600,Passion UA,BOSS,B,Bo3,1.0,0.42661139451325575,0.390707617303317,0.48761236376265277,0.48142234749703544,0.2791196074017486,1457.4926537099007,1508.8592966308022
2026-02-07,1770423900,Wildcard,M80,B,Bo3,0.0,0.46718006149412744,0.4508407961272966,0.4998795557393496,0.4998193336125189,0.5297214877310107,1558.3579413013977,1581.1964087334613
2026-02-07,1770426000,Rooster,Mindfreak (Australian team),C,Bo3,0.0,0.47500210055138564,0.4625343929506726,0.48843850172116116,0.48266084339205184,0.2440534956470194,1519.0571696631102,1536.4419839050763
2026-02-07,1770426000,THUNDERdOWNUNDER (page does not exist),Underground Esports Club (page does not exist),C,Bo3,1.0,0.49938357576947645,0.499075364122671,0.49974244292916864,0.49961366442792343,0.4511814422163065,1510.5593858642997,1510.9877215082356
2026-02-07,1770426300,FlyQuest RED,Reign Above,C,Bo3,0.0,0.5233820685491427,0.5350475358818532,0.509740864699518,0.5146094485361934,0.5708554564750605,1485.4453152903077,1469.1859305505943
2026-02-07,1770426300,InControl,Chicken Coop Esports,C,Bo3,0.0,0.49854612787242186,0.4978191979548602,0.49973039361761956,0.4995955904656234,0.4555663368968847,1485.637102566699,1486.6473592417778
2026-02-07,1770427800,Outfit 49,Zomblers,C,Bo3,0.0,0.45569537229711077,0.43371698955628246,0.49046083629496623,0.48569299048714215,0.3620240642053996,1496.8532798383992,1527.720243234758
2026-02-07,1770428700,Sakura Esports,Blitzkrieg (Mexican team),C,Bo3,0.0,0.4998928489238166,0.49983927338818535,0.4998660270279168,0.49979904054668456,0.46549185487715306,1486.8007676696254,1486.8752238645516
2026-02-07,1770435000,Underground Esports Club (page does not exist),Rooster,C,Bo3,0.0,0.48745225971411116,0.4811823407488375,0.5005186761623068,0.5007780139643866,0.5863301673465386,1496.1929751515095,1504.9138692028603
2026-02-07,1770435000,THUNDERdOWNUNDER (page does not exist),Mindfreak (Australian team),C,Bo3,1.0,0.4640099308728243,0.4461081311080699,0.489354866139291,0.4840347117981213,0.37792212843277667,1524.2351730577184,1549.2869600860906
2026-02-07,1770454800,OMEGA (Kazakh team),Nexus Gaming,Q,Bo3,0.0,0.5397229416707078,0.5594590538858413,0.5000995753800936,0.5001493630681659,0.4793581150692304,1518.5622484642713,1490.9016284927527
2026-02-07,1770454800,Sangal ALTERS,Misa Esports,C,Bo3,0.0,0.51112918253772,0.5166910169143295,0.5053378733416979,0.5080065058296516,0.3503185987340493,1484.8533899198153,1477.118764313983
2026-02-07,1770458400,Lynn Vision Gaming,Morningstar (page does not exist),B,Bo3,1.0,0.47612279244409894,0.4642114144629884,0.49629444383051874,0.4944417675088475,0.5781391063736909,1528.6357818525248,1545.2399945944965
2026-02-07,1770458400,M1x (Kosovar team) (page does not exist),Ninjas in Pyjamas,B,Bo3,0.0,0.5721102321441296,0.6074154183036182,0.5187464718255725,0.5281065315854514,0.7886495474957678,1536.2018379583908,1485.7427124191224
2026-02-07,1770463800,Imperial Academy,8Sins,C,Bo3,0.0,0.4658170286552464,0.4488054269139847,0.4918310844788515,0.48774771696103425,0.4080508226988721,1487.3254004049618,1511.1152718855249
2026-02-07,1770463800,WOPA Esport,AaB esport,B,Bo3,0.0,0.45169596688427627,0.42776936395802045,0.49584526453452193,0.49376804023843085,0.5795630809122128,1507.147031629656,1540.8171226545544
2026-02-07,1770465600,MASONIC,VP.Prodigy,Q,Bo3,0.0,0.5131864896782555,0.5197751486911627,0.4915673116339584,0.48735216675180804,0.3514885136962107,1527.1439232109096,1517.9788864269294
2026-02-07,1770466500,TYLOO,Rare Atom,B,Bo3,1.0,0.5071772300409253,0.5107651056253817,0.5042084082328733,0.5063124632815997,0.5652534984026055,1516.0094029468073,1511.0218101192115
2026-02-07,1770469200,CPC Curralzinho Esports,BESTIA Academy,B,Bo3,0.0,0.5380921072991617,0.5570276169952437,0.5195675290138867,0.5293363091692294,0.7023157833054596,1483.415805927736,1456.8953104422424
2026-02-07,1770469200,BC.Game Esports,GamerLegion,B,Bo3,0.0,0.5090785698911692,0.5136163583174623,0.5056949341681178,0.5085420318528326,0.4686319745355742,1487.0996247024264,1480.790494814827
2026-02-07,1770472800,Los kogutos,MASONIC,B,Bo3,0.0,0.5519275740518064,0.5776113184804512,0.5187471730690459,0.5281075819719774,0.6540936634942508,1552.6473972884241,1516.4338480105037
2026-02-07,1770475500,Team Spirit,FURIA,S,Bo3,0.0,0.4827357725167336,0.4741139501036997,0.5043468010560553,0.506520037321258,0.49206412728024973,1551.519178281154,1563.5203630945323
2026-02-07,1770476400,Imperial Esports,9z Team,B,Bo3,0.0,0.3204910555875227,0.24230538236468496,0.45172009819425113,0.4278052232611632,0.2828502726295574,1501.1704805336603,1631.7221862195356
2026-02-07,1770476400,WhiteBird (page does not exist),Rebels Gaming,Q,Bo3,1.0,0.46666589853695906,0.4500729270004954,0.4941775881977847,0.4912667770617773,0.5571334343516063,1495.7778688741662,1518.9751837993033
2026-02-07,1770480000,FURIA Female,Bad Luck,B,Bo3,0.0,0.4696740666305877,0.4545668791771869,0.4922263710350698,0.4883404960626315,0.4613080087461491,1485.3674581182274,1506.4659717213383
2026-02-07,1770483600,NRG,Team Voca,B,Bo3,1.0,0.53846990945989,0.5575909983409513,0.49872563813789245,0.49808846134596135,0.35469656286200213,1565.242646719951,1538.4580794710935
2026-02-07,1770488100,Aurora Young Blud,Los kogutos,Q,Bo3,0.0,0.5654789867005195,0.5976569980411139,0.509192576521361,0.5137873111729397,0.6782411451242196,1582.327699247136,1536.5654242614214
2026-02-07,1770489000,RED Canids,Sharks Esports,B,Bo3,0.0,0.572349609985322,0.6077669918214107,0.5259650525963173,0.5389125684507046,0.6306803283855916,1593.383267852309,1542.7542603419736
2026-02-07,1770491400,VODKA TEAM (page does not exist),WW Team (page does not exist),Q,Bo1,1.0,0.48285988373666605,0.48285988373666605,0.49530991209804626,0.49530991209804626,0.40761851674277466,1500.0,1511.9148413029368
2026-02-07,1770491400,Team Vitality,MOUZ,S,Bo3,1.0,0.5033577467446451,0.5050365444033833,0.5041766676206763,0.5062648557108199,0.5927349077517385,1573.2798320755785,1570.94659558798
2026-02-07,1770491400,Betclic Apogee Esports,G2 Ares,Q,Bo1,0.0,0.5735291371091358,0.5735291371091358,0.5126020799138366,0.5126020799138366,0.48220873921035967,1541.6025631827524,1490.1361146005738
2026-02-07,1770491400,ShindeN,Game Hunters,B,Bo3,1.0,0.4874995905210459,0.4812532924154679,0.4965849746759995,0.49487754166876796,0.3954591341954558,1530.6631784750264,1539.3511630653927
2026-02-07,1770491700,Sangal Esports,Nebula In Chaox (page does not exist),Q,Bo1,0.0,0.4692502771949501,0.4692502771949501,0.4896456330448276,0.4896456330448276,0.39597003456011354,1478.6059047281951,1500.0
2026-02-07,1770491700,Team NoXera (page does not exist),QWENTRY,Q,Bo1,0.0,0.48524637496783396,0.48524637496783396,0.49786395773824405,0.49786395773824405,0.4788587113001093,1500.0,1510.254845616762
2026-02-07,1770492000,Brazylijski luz (page does not exist),RUSTEC,Q,Bo1,1.0,0.5029657341518187,0.5029657341518187,0.5031798667571107,0.5031798667571107,0.536394584130188,1489.850199379665,1487.7893720481288
2026-02-07,1770492000,ALGO Esports (page does not exist),BASEMENT BOYS (page does not exist),Q,Bo1,0.0,0.5026494004877184,0.5026494004877184,0.497396937673303,0.497396937673303,0.46518497389402386,1494.7341469212133,1492.893137671431
2026-02-07,1770492000,Metizport,Diamant Esports (page does not exist),Q,Bo1,1.0,0.45114321230294274,0.45114321230294274,0.4853910398477365,0.4853910398477365,0.42186113186608637,1457.2618504915995,1491.3196952633805
2026-02-07,1770492300,WRAITH PCIFIC (page does not exist),Jeleznienoji (page does not exist),Q,Bo1,0.0,0.48333402674790976,0.48333402674790976,0.4976632681709288,0.4976632681709288,0.43889997038466066,1488.4150039956162,1500.0
2026-02-07,1770492300,Hypewrld (page does not exist),Rottweilers (page does not exist),Q,Bo1,0.0,0.4810297983732364,0.4810297983732364,0.4993666814688752,0.4993666814688752,0.5142081037751365,1512.2766122060277,1525.4647888696302
2026-02-07,1770492300,Acend (page does not exist),Prestige Esport (page does not exist),Q,Bo1,1.0,0.4732752738730788,0.4732752738730788,0.4902272560298034,0.4902272560298034,0.30945740026620483,1488.555093615217,1507.1430498235363
2026-02-07,1770492300,ELITenergy (page does not exist),WATERMEL0N (page does not exist),Q,Bo1,0.0,0.5585415326127392,0.5585415326127392,0.5087981340178895,0.5087981340178895,0.5590163530256389,1506.702866086306,1465.8366176223772
2026-02-07,1770492300,AaB esport,Wave Esports (page does not exist),Q,Bo1,0.0,0.578491866211424,0.578491866211424,0.5115283351273022,0.5115283351273022,0.47178137727617403,1554.9965189754855,1500.0
2026-02-07,1770492600,Valtrion (page does not exist),MANA eSports,Q,Bo1,0.0,0.46212933505945025,0.46212933505945025,0.49062528882920237,0.49062528882920237,0.42219498449296305,1480.8964239780632,1507.2621524914427
2026-02-07,1770492900,Atreides (page does not exist),The Continental (page does not exist),Q,Bo1,0.0,0.548208770146919,0.548208770146919,0.5069089618887339,0.5069089618887339,0.5730026388184107,1523.593743884281,1489.9904707402136
2026-02-07,1770492900,DRGN Team (page does not exist),SAQA OMUK (page does not exist),Q,Bo1,0.0,0.47261181995283547,0.47261181995283547,0.49569199602786895,0.49569199602786895,0.44235617393637394,1480.9496748086347,1500.0
2026-02-07,1770492900,Ex-Team PeeP (page does not exist),DOM TOWAROWY (page does not exist),Q,Bo1,1.0,0.5261070102735196,0.5261070102735196,0.5043381330690083,0.5043381330690083,0.5612188316523935,1500.0,1481.842478210734
2026-02-07,1770492900,Phantom Esports,TEAM COPH9K (page does not exist),Q,Bo1,1.0,0.43577110624723664,0.43577110624723664,0.47670472155722754,0.47670472155722754,0.38206446600772026,1455.121243489994,1500.0
2026-02-07,1770492900,Ursa (page does not exist),Yngods (page does not exist),Q,Bo1,0.0,0.584699907027816,0.584699907027816,0.5141552144709334,0.5141552144709334,0.5874975344149516,1559.4283985786117,1500.0
2026-02-07,1770493200,Leo Team,Aimclub (Romanian team) (page does not exist),Q,Bo1,1.0,0.49109701311910975,0.49109701311910975,0.4950560803676849,0.4950560803676849,0.5892983628756662,1479.9309717141687,1486.118054566297
2026-02-07,1770493200,AM Gaming (page does not exist),AY4S (page does not exist),Q,Bo1,0.0,0.4849131436677875,0.4849131436677875,0.49407484706975197,0.49407484706975197,0.44784774025025265,1489.5133951799512,1500.0
2026-02-07,1770493200,HAVU,QpyJIJIxD (page does not exist),Q,Bo1,1.0,0.5670384511341565,0.5670384511341565,0.5113280526252699,0.5113280526252699,0.5948055792139101,1546.865272416955,1500.0
2026-02-07,1770493500,33,ValoPros (page does not exist),Q,Bo1,1.0,0.53452163120109,0.53452163120109,0.5109620185451759,0.5109620185451759,0.4500817994336726,1514.649753449784,1490.623440911026
2026-02-07,1770493500,JiJieHao,Fedrs10 (page does not exist),Q,Bo1,0.0,0.5102526365701786,0.5102526365701786,0.49739589398264805,0.49739589398264805,0.5150502802859034,1507.1252603355933,1500.0
2026-02-07,1770493800,ARCRED,Gatorian (page does not exist),Q,Bo1,1.0,0.6251927034792472,0.6251927034792472,0.5384039463952016,0.5384039463952016,0.6532337284841814,1588.8823455673614,1500.0
2026-02-07,1770493800,ASTRAL Esports (page does not exist),8Sins (page does not exist),Q,Bo1,0.0,0.44463009086513344,0.44463009086513344,0.49363588386967827,0.49363588386967827,0.44695462303391104,1468.626217185216,1507.259614987749
2026-02-07,1770493800,Sashi Esport,KDA Team (page does not exist),Q,Bo1,1.0,0.5286640233685942,0.5286640233685942,0.5113562221916793,0.5113562221916793,0.5438117753037517,1519.9396665996967,1500.0
2026-02-07,1770494400,Benched Heroes (Russian team) (page does not exist),Nedaiboh (page does not exist),Q,Bo1,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-07,1770494400,Nuclear TigeRES,ORGLESS (Slovak team) (page does not exist),Q,Bo1,1.0,0.5908024884041064,0.5908024884041064,0.527863172722372,0.527863172722372,0.5912260914697984,1563.8037327304585,1500.0
2026-02-07,1770494700,Isurus,EZ OXE (page does not exist),Q,Bo1,1.0,0.43987647055561135,0.43987647055561135,0.48488144982890435,0.48488144982890435,0.34196451276965495,1458.0187660079505,1500.0
2026-02-07,1770495300,Brazylijski luz (page does not exist),MANA eSports,Q,Bo1,1.0,0.47558073832518816,0.47558073832518816,0.49327251164212454,0.49327251164212454,0.47959514024721683,1499.8319646262248,1516.813715812795
2026-02-07,1770495300,Lazer Cats (page does not exist),HEROIC Academy,Q,Bo1,1.0,0.5379058611465195,0.5379058611465195,0.5072458242842535,0.5072458242842535,0.5254567367563688,1499.757978457101,1473.3676518707025
2026-02-07,1770495300,Metanoia Wolves (page does not exist),ALKA GAMING (page does not exist),Q,Bo1,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-07,1770495300,Nebula In Chaox (page does not exist),QWENTRY,Q,Bo1,0.0,0.48272477414250026,0.48272477414250026,0.4978100551114748,0.4978100551114748,0.48453473127348357,1509.474557736086,1521.483394130784
2026-02-07,1770495600,Jeleznienoji (page does not exist),VODKA TEAM (page does not exist),Q,Bo1,0.0,0.4994974690567135,0.4994974690567135,0.5000152054714592,0.5000152054714592,0.5128123998866337,1510.2259788986028,1510.5751732812303
2026-02-07,1770496200,33,Rottweilers (page does not exist),Q,Bo1,1.0,0.4862550839278458,0.4862550839278458,0.503725794128508,0.503725794128508,0.41115929526007616,1524.349082925395,1533.9024357980256
2026-02-07,1770496200,ARCRED,G2 Ares,Q,Bo1,1.0,0.6312829143764479,0.6312829143764479,0.5404185950787974,0.5404185950787974,0.6562358730340712,1595.6108820094614,1502.1985728429365
2026-02-07,1770496500,Metizport,Wave Esports (page does not exist),Q,Bo1,1.0,0.44051611089791326,0.44051611089791326,0.4835610536828715,0.4835610536828715,0.3746488805339344,1470.1383056960958,1511.6686211786825
2026-02-07,1770496500,Team L00m1 (page does not exist),WASHINGTON (British team) (page does not exist),Q,Bo1,1.0,0.45730540158114596,0.45730540158114596,0.488386123445694,0.488386123445694,0.40506685678709564,1500.0,1529.7396671047354
2026-02-07,1770496800,DAMAJUANAA (page does not exist),FORTUNA Gaming (page does not exist),Q,Bo1,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-07,1770496800,MOUZ NXT,Opium Club (page does not exist),Q,Bo1,1.0,0.5437010381954902,0.5437010381954902,0.5052757302667954,0.5052757302667954,0.5244501509857511,1530.4442726569819,1500.0
2026-02-07,1770496800,Nuclear TigeRES,SAQA OMUK (page does not exist),Q,Bo1,1.0,0.5880998900264001,0.5880998900264001,0.5274367650220048,0.5274367650220048,0.5628511684238984,1571.891536098693,1510.0278599864344
2026-02-07,1770497100,AY4S (page does not exist),Leo Team,Q,Bo1,1.0,0.5271120589682771,0.5271120589682771,0.5106139664386503,0.5106139664386503,0.5651996499466662,1509.9607729723855,1491.1028879638727
2026-02-07,1770497100,Benched Heroes (Russian team) (page does not exist),BASEMENT BOYS (page does not exist),Q,Bo1,0.0,0.5105863432846132,0.5105863432846132,0.5022086852174014,0.5022086852174014,0.5752580202427758,1510.6821126065777,1503.3248683448587
2026-02-07,1770497100,HAVU,Ex-Team PeeP (page does not exist),Q,Bo1,1.0,0.5647037917816329,0.5647037917816329,0.5118126478970088,0.5118126478970088,0.6445526843156654,1554.0350497415313,1508.820721837977
2026-02-07,1770497100,Phantom Esports,8Sins (page does not exist),Q,Bo1,1.0,0.43262535722434436,0.43262535722434436,0.4777512270936634,0.4777512270936634,0.39186609431557606,1468.203953145645,1515.3071337097483
2026-02-07,1770497700,OG,MyHUD (page does not exist),Q,Bo1,1.0,0.4866486230673145,0.4866486230673145,0.49801347221313064,0.49801347221313064,0.48701209767702053,1490.7203070678502,1500.0
2026-02-07,1770498000,WATERMEL0N (page does not exist),Fedrs10 (page does not exist),Q,Bo1,1.0,0.4543580645686492,0.4543580645686492,0.4934544338352632,0.4934544338352632,0.41631336982258843,1478.2708156410479,1510.0746155689194
2026-02-07,1770498000,Passion UA,M80,B,Bo3,1.0,0.34640032997976283,0.27684820557054857,0.4703291548724791,0.4555459743028115,0.25038481264002027,1478.314836889413,1588.6082477739271
2026-02-07,1770498600,MOUZ NXT,Yngods (page does not exist),Q,Bo1,1.0,0.5407927717870864,0.5407927717870864,0.5051935650095689,0.5051935650095689,0.5069097754611479,1539.869101870496,1511.4602367917735
2026-02-07,1770498600,Sashi Esport,Team L00m1 (page does not exist),Q,Bo1,0.0,0.5311406199649391,0.5311406199649391,0.5107353344194786,0.5107353344194786,0.4911720257307173,1533.24949456398,1511.5827316808434
2026-02-07,1770499200,The Continental (page does not exist),Lazer Cats (page does not exist),Q,Bo1,0.0,0.4887802812450041,0.4887802812450041,0.49798367717688824,0.49798367717688824,0.45738100652398295,1501.3055420705496,1509.1031101219512
2026-02-07,1770501000,OG,Acend (page does not exist),Q,Bo1,1.0,0.5035163663302032,0.5035163663302032,0.5033704398203491,0.5033704398203491,0.5978530077185774,1501.9938374124542,1499.550375538236
2026-02-07,1770501600,OverKnight,Team Aether,C,Bo3,0.0,0.46205550587208094,0.44319252260734926,0.489442202888372,0.48416565802618533,0.37275174553042845,1486.6276380532668,1513.0449649248083
2026-02-07,1770503400,Marsborne,Zomblers (page does not exist),C,Bo3,1.0,0.4995486469805452,0.49932297065471665,0.5144259261460863,0.5216328849367455,0.606050682319267,1499.686367713626,1500.0
2026-02-08,1770512100,Regain (page does not exist),ClayMakers Reborn (page does not exist),Q,Bo1,0.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-08,1770513900,Fisher College,Conscious Gaming (page does not exist),Q,Bo1,1.0,0.5070695183944667,0.5070695183944667,0.4979405032938793,0.4979405032938793,0.5015382519476085,1504.9127319148886,1500.0
2026-02-08,1770514200,Sakura Esports (page does not exist),Life's A Game,C,Bo3,0.0,0.4588059042460773,0.4383486653011122,0.486197924772884,0.4793021456749201,0.2918502854474456,1500.0,1528.6896207454893
2026-02-08,1770514500,SportsBetExpert (page does not exist),Redacted Society (page does not exist),Q,Bo1,1.0,0.4857929662100002,0.4857929662100002,0.497854428016402,0.497854428016402,0.4716447270999365,1490.1252837397508,1500.0
2026-02-08,1770516000,NuTorious (page does not exist),Omen Esports (page does not exist),Q,Bo1,0.0,0.4854409779360906,0.4854409779360906,0.499990219016792,0.499990219016792,0.5135406278817631,1488.7764719178547,1498.8959772518565
2026-02-08,1770516300,Desi Boyz (page does not exist),1WIN (American team) (page does not exist),Q,Bo1,0.0,0.5138332678328633,0.5138332678328633,0.5020760993596219,0.5020760993596219,0.5197108010763802,1500.0,1490.3852073073433
2026-02-08,1770516300,F5 Esports (page does not exist),Memeories (page does not exist),Q,Bo1,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-08,1770519000,Team mouse (page does not exist),Lurker Gaming (page does not exist),Q,Bo1,1.0,0.5265880431834152,0.5265880431834152,0.5043847587276231,0.5043847587276231,0.543843110139518,1518.4927084526394,1500.0
2026-02-08,1770525000,Mindfreak (Australian team),Rooster,C,Bo3,0.0,0.5254841953917748,0.5381931919611319,0.5144367050453151,0.5216490398165213,0.7412109953521817,1534.6692452308612,1516.9456545784196
2026-02-08,1770537600,THUNDERdOWNUNDER (page does not exist),Rooster,C,Bo3,1.0,0.5129140263967659,0.5193667321971195,0.5118399335879339,0.5177565808427527,0.7222986841427392,1538.8234021261312,1529.847821290718
2026-02-08,1770541200,Valoris (page does not exist),Confidence (page does not exist),Q,Bo3,0.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-02-08,1770541200,Oomfie Aimers (page does not exist),UNiTY Eclipse (page does not exist),Q,Bo3,1.0,0.5149942384549615,0.5224846154575409,0.5041888600274066,0.50628314304104,0.5716616882546754,1500.0,1489.5778109610148
2026-02-08,1770541200,MASONIC NexGen (page does not exist),Imodium (page does not exist),Q,Bo3,0.0,0.5248423708643549,0.5372328936865826,0.5039846743009303,0.5059768849170327,0.5489894105828178,1488.7549766757577,1471.4785038900193
2026-02-08,1770541200,FUTURE W (page does not exist),8Sins Aura (page does not exist),Q,Bo3,1.0,0.4983656642661854,0.49754850513007376,0.49927462227290204,0.49891193417270113,0.45877080011617155,1498.8643431702185,1500.0
2026-02-08,1770541200,Acend,KONO.ECF,B,Bo3,1.0,0.5364447935763524,0.5545703767399555,0.5115710153420683,0.5173534245637329,0.7601167167830591,1482.3766202404595,1457.0071916746458
2026-02-08,1770541200,AaB esport,8Sins (page does not exist),C,Bo3,1.0,0.5564583248574314,0.5843275606723539,0.5102646466388187,0.5153948069309036,0.48149495281407345,1543.2580836433615,1503.8587989758653
2026-02-08,1770550200,Alliance,Misa Esports (page does not exist),C,Bo3,1.0,0.6089182451350225,0.6607931333096883,0.5238850641758767,0.5358003435827847,0.668576309063001,1577.5991224136712,1500.6825496887288
2026-02-08,1770552000,FAVBET Team,Nexus Gaming,B,Bo3,1.0,0.5621304613843509,0.5927160207792124,0.5227760333691553,0.5341404200240629,0.5506048520115198,1546.5134971900568,1503.1165426206483
2026-02-08,1770552000,FUTURE W (page does not exist),Confidence (page does not exist),Q,Bo3,0.0,0.49811063358353763,0.49716596386426964,0.4992231027062619,0.4988346549972158,0.4301121812493088,1509.9167128821916,1511.2295853853136
2026-02-08,1770552000,Lynn Vision Gaming,TYLOO,B,Bo3,0.0,0.5204528198557197,0.5306621182247295,0.5074108541750934,0.5111154672431588,0.6024022845811152,1545.780923039844,1531.560913301743
2026-02-08,1770553800,Team Spirit,MOUZ,S,Bo3,1.0,0.4756880502306704,0.46356081551814454,0.4963192182522232,0.49447892711393276,0.45221588559108483,1531.7007857848864,1548.6077915214023
2026-02-08,1770555600,Procyon Team,FOLHA AMARELA,B,Bo3,0.0,0.4904764350050119,0.4857163800496414,0.4929767990727158,0.48946589145277913,0.38559313429772735,1497.1329220772425,1503.7513732915606
2026-02-08,1770555600,Ninjas in Pyjamas,GamerLegion,B,Bo3,1.0,0.5099743546994224,0.5149595473968869,0.4943768240259163,0.49156559164973807,0.4597515620686903,1504.1084560932022,1497.1766449581226
2026-02-08,1770562800,9z Team,Sharks Esports,B,Bo3,1.0,0.6128591095544954,0.6664136510595486,0.5281247080854188,0.5421425688846615,0.6093089821317519,1640.2979275478347,1560.501287059361
2026-02-08,1770562800,GenOne,VP.Prodigy,B,Bo3,0.0,0.5119722865853389,0.5179549977671427,0.48756300663244906,0.4813483574271931,0.30877753745331504,1536.764832347231,1528.444045083826
2026-02-08,1770562800,Imodium (page does not exist),Oomfie Aimers (page does not exist),Q,Bo3,1.0,0.4610962756625104,0.4417621750492315,0.4917819822842672,0.487674083447452,0.3463083063683591,1483.1633146471822,1510.2511428938465
2026-02-08,1770566400,FURIA,Team Vitality,S,Bo5,0.0,0.48289041803053356,0.467944568116484,0.47815789951812343,0.4590981336260014,0.26953888033580176,1582.3132425675794,1594.2068415518445
2026-02-08,1770566400,Fake do Biru,Players (Brazilian team),B,Bo3,1.0,0.46993782482858604,0.4549610736851208,0.49167340776377844,0.4875112662465561,0.4355929429975338,1517.2543408254364,1538.1689056459268
2026-02-08,1770570000,OG,Metizport,Q,Bo1,1.0,0.5431379777987266,0.5431379777987266,0.5144734910793067,0.5144734910793067,0.5994724922346607,1512.0097072304682,1481.959661927957
2026-02-08,1770570000,VODKA TEAM (page does not exist),ARCRED,Q,Bo1,0.0,0.3836697587025305,0.3836697587025305,0.4620010347165962,0.4620010347165962,0.41618645659355785,1520.829537413726,1603.1719008956757
2026-02-08,1770570000,Team L00m1 (page does not exist),WATERMEL0N (page does not exist),Q,Bo1,1.0,0.548609219582163,0.548609219582163,0.5068916714040171,0.5068916714040171,0.6531757075264364,1522.6527633908793,1488.7685964424643
2026-02-08,1770570000,Nuclear TigeRES,HAVU,Q,Bo1,1.0,0.5253643478115316,0.5253643478115316,0.5165079161304406,0.5165079161304406,0.4305285107665059,1580.85890681219,1563.2188106698463
2026-02-08,1770570000,NRG,Passion UA,B,Bo3,1.0,0.6129752291165491,0.6665789470553002,0.5117191982031415,0.5175755782845722,0.5267963701615385,1578.9636332684067,1499.0819682971276
2026-02-08,1770570000,Lazer Cats (page does not exist),Phantom Esports,Q,Bo1,0.0,0.5552044958537053,0.5552044958537053,0.5226000707486287,0.5226000707486287,0.6251762100274866,1518.1730222370727,1479.6559880995517
2026-02-08,1770570000,BASEMENT BOYS (page does not exist),Brazylijski luz (page does not exist),Q,Bo1,1.0,0.5053366996814785,0.5053366996814785,0.499935919748367,0.499935919748367,0.4670485054438931,1513.624757356758,1509.9162977709248
2026-02-08,1770570000,33,QWENTRY,Q,Bo1,1.0,0.49884706227162295,0.49884706227162295,0.5059577818782197,0.5059577818782197,0.40420797219289817,1534.225172788717,1535.0263173980902
2026-02-08,1770573600,Alzon (page does not exist),Vexa E-Sports (page does not exist),Q,Bo1,1.0,0.4992932850640321,0.4992932850640321,0.49992187078650197,0.49992187078650197,0.5132676920581906,1479.3683186605747,1479.8593948227474
2026-02-08,1770573600,Confidence (page does not exist),Imodium (page does not exist),Q,Bo3,1.0,0.5378123842125323,0.5566104498096612,0.5099339096301564,0.5148989038379577,0.6389373114769992,1521.6070066235886,1495.2820090114872
2026-02-08,1770573600,DAMAJUANAA (page does not exist),Isurus,Q,Bo3,0.0,0.5575890849649866,0.5860016387351078,0.5149243914143445,0.5223799386794727,0.7038239836995254,1509.8747162602492,1469.6793440750325
2026-02-08,1770573600,Nuclear TigeRES,MOUZ NXT,Q,Bo3,1.0,0.5600195992669742,0.5895969754179923,0.5248900820850642,0.537304283510141,0.6075413918718416,1590.8429519815456,1548.9349937635986
2026-02-08,1770575100,Phantom Esports,OG,Q,Bo3,0.0,0.4545068885501804,0.43194864002209826,0.47860759212563425,0.46793096802251233,0.3057625376309968,1490.3949641025886,1522.094484431034
2026-02-08,1770575100,ASTRAL Esports,Ex-Zero Tenacity,B,Bo3,0.0,0.5821973292503211,0.6221852776509332,0.513181719723973,0.5197679987344374,0.6702205149271668,1557.6395988067638,1500.0
2026-02-08,1770577200,LargadosyPelados,Vasco eSports,B,Bo3,1.0,0.4234274331150337,0.3860390944177024,0.4894017613172051,0.48410502282059537,0.4184088405290759,1513.327702598233,1566.9576958790021
2026-02-08,1770577200,Team L00m1 (page does not exist),33,Q,Bo3,0.0,0.48288532342423024,0.47433801132991704,0.4927308166611254,0.48909699321390576,0.7836376020473149,1531.8524913377971,1543.7496345684856
2026-02-08,1770578100,Alzon (page does not exist),Metanoia Wolves (page does not exist),Q,Bo3,1.0,0.472695558773411,0.45908405085735815,0.49555991276482075,0.49334004421431765,0.3680757812111843,1491.4302261181303,1510.4221890389852
2026-02-08,1770584700,Metanoia Wolves (page does not exist),DAMAJUANAA (page does not exist),Q,Bo3,1.0,0.503488822836822,0.5052331493241337,0.500962297360721,0.5014434442588755,0.623833155155438,1499.393664684758,1496.969342929302
