date,timestamp,team1,team2,tier,best_of,actual,pred_elo_raw,pred_elo_series,pred_map_composite,pred_map_series,pred_round_series,pred_elo_team1,pred_elo_team2
2026-01-18,1768763700,Vasco eSports,Four Magic,B,Bo3,0.0,0.49682207485043034,0.49523317646470133,0.4957545565882776,0.49363198792037544,0.3522681500837854,1532.099803598587,1534.3080819048994
2026-01-18,1768765800,29AvgAge (page does not exist),ZEROFRAME (page does not exist),Q,Bo1,1.0,0.5107052692154127,0.5107052692154127,0.5019069235044046,0.5019069235044046,0.5005165151593147,1488.9304592276467,1481.4905392851401
2026-01-18,1768766400,IntoTheSampi (page does not exist),Guns4Hire (British team) (page does not exist),Q,Bo1,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-18,1768766700,5 Pees in a Poo (page does not exist),BUFF3D-UP (page does not exist),Q,Bo1,0.0,0.527764786975979,0.527764786975979,0.5041888600274067,0.5041888600274067,0.541565536559213,1500.0,1480.6871830378914
2026-01-18,1768768800,Sosban Fach (page does not exist),Tokyo54 (page does not exist),Q,Bo1,0.0,0.496337163966813,0.496337163966813,0.49958966834023866,0.49958966834023866,0.5018979125413929,1497.4547553050359,1500.0
2026-01-18,1768770000,BUFF3D-UP (page does not exist),IntoTheSampi (page does not exist),Q,Bo3,1.0,0.4732446419308742,0.4599052684988693,0.4958873173065855,0.49383111508501576,0.4299795042561868,1491.4777867636155,1510.0870892784783
2026-01-18,1768771500,Tokyo54 (page does not exist),29AvgAge (page does not exist),Q,Bo3,1.0,0.5166729597461454,0.5250001698675322,0.5023479779895728,0.5035219410955507,0.5576786956623572,1510.0137555916626,1498.4238994720306
2026-01-18,1768777200,Players (Brazilian team),Oruga,B,Bo3,1.0,0.5008736933441101,0.5013105386823149,0.5003895356681981,0.5005843033840824,0.5517194374786007,1531.788443637995,1531.181338702935
2026-01-18,1768777200,Sharks Esports,MIBR,B,Bo5,1.0,0.49053314582568625,0.4822538901271495,0.4956267549832704,0.491800583781536,0.4370985159974967,1537.2890278670568,1543.868058150352
2026-01-19,1768791600,Lynn Vision Gaming,Walk The Talk (page does not exist),Q,Bo3,1.0,0.5025943872764976,0.5038915459899075,0.5005248188440963,0.5007872279770377,0.5353872406392455,1500.0,1498.1972188959314
2026-01-19,1768802400,FengDa Gaming,Eruption,Q,Bo3,0.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-19,1768813200,Nuclear TigeRES,ARCRED,B,Bo3,0.0,0.4988872528901348,0.49833088209082277,0.49553906733357256,0.49330877854476746,0.49748145918516035,1540.1462388659825,1540.9194560298297
2026-01-19,1768813200,MASONIC,Natus Vincere Junior,C,Bo3,1.0,0.5832875232815834,0.6237757852180358,0.5157665801355619,0.5236420315311463,0.5381407623263479,1571.7893577760613,1513.3708845630501
2026-01-19,1768813200,Los kogutos,Team Pigeons,Q,Bo3,0.0,0.49067923943846037,0.48602047866924414,0.5027214013846726,0.5040820617674728,0.5601625484863855,1493.7046669506606,1500.1821451481483
2026-01-19,1768815000,KONO.ECF,Rottweilers,Q,Bo3,1.0,0.4854875889633974,0.47823749636502355,0.5,0.5,0.5,1489.9129107215217,1500.0
2026-01-19,1768822200,Metizport,Ex-RUBY,C,Bo3,0.0,0.47712735691693137,0.4657149673787415,0.49129261710427174,0.486940246018122,0.4257665372497154,1512.7457597679954,1528.650400432224
2026-01-19,1768822200,Truck Drivers (page does not exist),FUT Academy (page does not exist),C,Bo3,1.0,0.5114027165121491,0.5171011095614912,0.49945409671618685,0.49918114539965,0.44307264654719863,1512.5043593773553,1504.5795663482097
2026-01-19,1768824000,Bebop,Lilmix,Q,Bo3,1.0,0.536166032373596,0.554154439529085,0.5097047605623859,0.5145553128087318,0.6617477333562043,1509.15680074454,1483.9821019874896
2026-01-19,1768824000,Nemiga Gaming,GenOne,B,Bo3,1.0,0.45066969162185594,0.42624462600382074,0.491447084983159,0.48717187880649454,0.3945630100079244,1499.8356546366854,1534.2257383220792
2026-01-19,1768825800,Bushido Wildcats,Team Pigeons,Q,Bo3,1.0,0.443707537695767,0.415918070303889,0.4951176025460996,0.49267663659042527,0.32841451119586046,1470.0061870120164,1509.2887345226898
2026-01-19,1768831200,Fingers Crossed,UNiTY esports,C,Bo3,1.0,0.5118086193620162,0.5177096357728033,0.5019521514002951,0.5029282122215544,0.5785217196362894,1520.783908892899,1512.5769136185972
2026-01-19,1768834800,Satriales,HereWeGoAgain,B,Bo3,0.0,0.5020593624621171,0.5030890262257715,0.5005356576949536,0.5008034862350387,0.5666643540757864,1485.8849243014747,1484.453924604004
2026-01-19,1768834800,33,FAVBET Team,B,Bo3,1.0,0.4710639830022583,0.45664443035695973,0.49559903037874825,0.49339871604877833,0.4033084485789579,1490.1639991644965,1510.2932954471933
2026-01-19,1768836600,Acend,Ursa,Q,Bo3,0.0,0.4404191252544811,0.4110516978687252,0.4917280915469525,0.48759326932232333,0.41262736912441533,1480.0935993639787,1521.69227649776
2026-01-19,1768838400,ECSTATIC,Prestige Esport,C,Bo3,1.0,0.4746270828776911,0.46197329371954343,0.4964769306243664,0.49471548339334936,0.3690053039040396,1500.0,1517.6460660775842
2026-01-19,1768838400,MASONIC,XI Esport,C,Bo3,1.0,0.6543617481573611,0.724186497909326,0.5321850518029357,0.5482108981585718,0.7575742208336134,1583.2806531453336,1472.4022115194869
2026-01-19,1768845600,MAGICOS,Lospegadinhas,B,Bo3,1.0,0.5009337136352129,0.5014005688247567,0.503244434700186,0.5048665837461263,0.5436898323377315,1484.4783945056877,1483.829583064369
2026-01-19,1768845600,Team Nemesis,FORZE Reload,B,Bo3,1.0,0.476981360696047,0.46549643425317866,0.4952506462011783,0.49287618355804985,0.5164414987245406,1500.0,1516.0063033325066
2026-01-19,1768848600,DEPO,Time2SHINE (page does not exist),Q,Bo1,1.0,0.5115585264064474,0.5115585264064474,0.5025437253120321,0.5025437253120321,0.5047644302515011,1508.0331179446541,1500.0
2026-01-19,1768849200,Sashi Esport,SERA Esport,C,Bo3,1.0,0.5307650425691712,0.5460893263761157,0.5031908781708413,0.5047862522791111,0.5731360780481577,1521.4047809696306,1500.0
2026-01-19,1768849200,Vendetta Gaming,WAZABI,C,Bo3,0.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-19,1768856400,PaiN Gaming Academy,Charrados FC,B,Bo3,1.0,0.4937378341733699,0.49060724239822434,0.49619403674032697,0.49429116537195844,0.4167316363075999,1483.4788188735934,1487.8304449147417
2026-01-19,1768857000,Mix52 (page does not exist),Altay Esports (page does not exist),Q,Bo1,1.0,0.539375152620321,0.539375152620321,0.5083605022496831,0.5083605022496831,0.6226365295844783,1500.0,1472.582570144284
2026-01-19,1768859400,Time2SHINE (page does not exist),Mix52 (page does not exist),Q,Bo1,0.0,0.47187398203749853,0.47187398203749853,0.4955762062108792,0.4955762062108792,0.42531933082892565,1490.3273569503212,1509.8919694766123
2026-01-20,1768899600,ARCRED,Bebop (page does not exist),Q,Bo3,1.0,0.5781668686221207,0.6162950945201822,0.5158276924367341,0.5237336084795199,0.6856522959928424,1554.998248302229,1500.2332425799964
2026-01-20,1768899600,FUT Academy (page does not exist),Prestige Esport (page does not exist),C,Bo3,0.0,0.48375724674253434,0.4756444406686133,0.4971883979760098,0.49578264141603845,0.4176935042138329,1490.721881803274,1502.0124755837492
2026-01-20,1768899600,MOUZ NXT,BASEMENT BOYS,C,Bo3,1.0,0.5936973602152356,0.6389008654718871,0.513718741236422,0.5205729480144925,0.6893060955913632,1587.1914222328214,1521.3052326646941
2026-01-20,1768899600,Nuclear TigeRES,UNiTY esports,B,Bo3,1.0,0.5373587731574937,0.555933878105728,0.5044477238039998,0.5066714097340577,0.6892595846560373,1525.503076450324,1499.4950713358983
2026-01-20,1768901400,Rottweilers,Team Pigeons,Q,Bo3,1.0,0.48829955253230023,0.4824525323919876,0.49962936952655934,0.4994440543916638,0.4217210400785739,1488.5275734785691,1496.659361656525
2026-01-20,1768908600,Natus Vincere Junior,BIG Academy,C,Bo3,0.0,0.40079264201228376,0.35314178047050004,0.4810964139738943,0.4716581311860862,0.20975596746923078,1501.19804246774,1571.0610015718662
2026-01-20,1768910400,FAVBET Team,Phantom Esports,B,Bo3,1.0,0.5210601518984589,0.5315715462294301,0.5037067631068906,0.5055600427977982,0.49893383753576315,1492.6207356665375,1477.9779798186385
2026-01-20,1768911300,AaB esport,BASEMENT BOYS (page does not exist),Q,Bo3,1.0,0.566352970529415,0.5989451891314888,0.5065947320318572,0.5098915244315233,0.45738463883982516,1534.5832434798342,1488.2029206952975
2026-01-20,1768917600,Magic (Russian team),MANA eSports,C,Bo3,1.0,0.4722108770432296,0.4583592350512914,0.49497207202638493,0.4924583622522162,0.4402942111508406,1500.0,1519.3297796845632
2026-01-20,1768921200,Bad Luck,Prison Breakers,B,Bo3,0.0,0.49473558032561576,0.492103662285883,0.49657915694379046,0.49486881547824063,0.4675967928186766,1512.8882175371589,1516.5464461845916
2026-01-20,1768921200,Sangal Esports,FORZE Reload,B,Bo3,1.0,0.5377824760754646,0.5565658439728661,0.5069430303698244,0.5104138761678649,0.7212356129083257,1525.1357820565845,1498.8316861914834
2026-01-20,1768923000,KONO.ECF,Bushido Wildcats,Q,Bo3,1.0,0.5262357442525624,0.539317499504197,0.5043276327003069,0.5064912869511463,0.6518517939012731,1501.5641932035041,1483.3169721280958
2026-01-20,1768924800,Illwill (page does not exist),Team Pigeons (page does not exist),Q,Bo3,1.0,0.47456080389490246,0.4618741319311665,0.4944435064323693,0.4916656027578173,0.46919271341436586,1513.7445379308215,1531.4367785796396
2026-01-20,1768932000,1w Team,GenOne,B,Bo3,1.0,0.46985479338142594,0.45483697798929573,0.4942754665992923,0.49141357508809363,0.4835535494686769,1494.7857336622876,1515.7582045471966
2026-01-20,1768932000,BRUTE,MASONIC,Q,Bo3,1.0,0.3531725374964329,0.28608950831423774,0.4673902474658604,0.4511547253570154,0.28120917874566864,1486.9662087442075,1592.0868186844186
2026-01-20,1768932000,Game Hunters,Vasco eSports,B,Bo3,0.0,0.4969200853673211,0.49538018648234683,0.49733019402308504,0.49599532909465516,0.4422492546843606,1516.5978163726584,1518.7379873289842
2026-01-20,1768935600,Ursa,Bebop,Q,Bo3,1.0,0.5154865825433309,0.5232224453895223,0.4991105179565629,0.4986657783423222,0.5396368872763989,1529.9099202221912,1519.14529729356
2026-01-20,1768943400,Crashers,Oruga,B,Bo3,0.0,0.4943012404532581,0.4914522308241258,0.49896728725684864,0.4984509330880401,0.4505178925674037,1513.7734079363795,1517.7334831378687
2026-01-21,1768986000,Bebop,ALLINNERS,C,Bo3,1.0,0.568136581589568,0.6015722114485869,0.5144482438644343,0.5216663336042471,0.6351172056865577,1511.2972468102307,1463.6547125079073
2026-01-21,1768986000,MASONIC,Truck Drivers (page does not exist),C,Bo3,0.0,0.5728474138314184,0.608497955346635,0.5150521354485152,0.5225713825450045,0.5195569479062333,1577.1908993083348,1526.2085326450522
2026-01-21,1768986000,Team Nemesis,ARCRED,B,Bo3,0.0,0.4333201216964641,0.4005731275174288,0.48679794606010635,0.4802015211737646,0.34342666119490767,1517.0900897553574,1563.7016639638673
2026-01-21,1768987800,MOUZ NXT,Los kogutos,Q,Bo3,0.0,0.6569955248631001,0.7277541631216816,0.5253383572568187,0.5379749997951959,0.5904198298611092,1597.5236037677512,1484.6185537281137
2026-01-21,1768989600,9INE,K27,Q,Bo3,1.0,0.551770495343706,0.5773782340894951,0.504744664956376,0.5071167838122348,0.5354519491438849,1536.103213336802,1500.0
2026-01-21,1768989600,FUT Esports,BIG Academy,Q,Bo3,0.0,0.38488213555920797,0.3303743154709618,0.4732775084081865,0.4599544272235285,0.22072394621869604,1500.0,1581.4522345959183
2026-01-21,1768989600,HOTU,Sangal Esports,Q,Bo3,1.0,0.4659398711036637,0.4489888324475141,0.49481941595504975,0.4922294020102772,0.4610752763124197,1516.0487759299856,1539.7528883437958
2026-01-21,1768989600,Nuclear TigeRES,Gentle Mates,Q,Bo3,0.0,0.558577081568874,0.5874636342625101,0.5123098930917346,0.5184611089160218,0.7305291601009437,1540.8912939519116,1500.0
2026-01-21,1768996800,Nemiga Gaming,Ex-RUBY,B,Bo3,0.0,0.46586004976850043,0.44886965734859624,0.48997476370276877,0.4849641607341759,0.4250542414401396,1518.0763181215862,1541.8361552698716
2026-01-21,1768997700,Fake do Biru,Yawara E-Sports,B,Bo3,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-21,1769000400,Fluxo W7M,Não Copulas,B,Bo3,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-21,1769000700,ALLINNERS,Illwill,Q,Bo3,0.0,0.3788384598937426,0.32181502144633856,0.4781335117703193,0.46722117828549,0.3394911126440691,1453.5120479747518,1539.4122462479722
2026-01-21,1769004000,Ursa (page does not exist),BC.Game Esports,Q,Bo3,1.0,0.5817389306355532,0.6215161590380077,0.5118204525392527,0.5177273756283765,0.6018493376892946,1557.3122739106207,1500.0
2026-01-21,1769005200,KOLESIE (page does not exist),Fnatic,Q,Bo3,1.0,0.5245495622946598,0.536794752332048,0.5016455305194422,0.5024682868677246,0.4634393440406573,1517.0725109684208,1500.0
2026-01-21,1769007600,BetBoom Team,GenOne,Q,Bo3,1.0,0.5764837460087218,0.6138307953763498,0.5207016205740862,0.5310346872084044,0.6080305458085784,1551.928114594437,1498.3613209086989
2026-01-21,1769007600,Game Hunters,HereWeGoAgain,B,Bo3,1.0,0.49957262639529554,0.4993589397490613,0.5030998022105401,0.5046496437452139,0.5191158317194776,1500.3673200923001,1500.6642897617962
2026-01-21,1769007900,EYEBALLERS,Team Nemesis (page does not exist),Q,Bo3,1.0,0.43995975007105953,0.41037249508840523,0.49097542871136796,0.48646461304133026,0.2794293774745828,1500.0,1541.922517632361
2026-01-21,1769008500,Oramond,33,B,Bo3,0.0,0.5072437839769213,0.5108649157678299,0.49826465412815674,0.49739699164396395,0.4163826547940842,1512.8629035513904,1507.8290546926178
2026-01-21,1769009400,FORZE Reload,MASONIC,Q,Bo3,1.0,0.3909440355974586,0.33901010292327544,0.4744440235375254,0.46169941692821204,0.30546388627485804,1484.0136633523744,1561.030706871087
2026-01-21,1769013000,Yawara E-Sports,Não Copulas,B,Bo3,1.0,0.5011109780418685,0.5016664643203042,0.5033550753417513,0.5050325374796107,0.5469019459563069,1484.1609212035507,1483.3889333201328
2026-01-21,1769014500,FUT Esports,K27,Q,Bo3,1.0,0.5038981628002117,0.5058471257299014,0.5008451590923021,0.5012677374310692,0.6327683755028977,1492.4202513477042,1489.7114755146767
2026-01-21,1769014800,BESTIA,ODDIK,Q,Bo3,1.0,0.47148512328869546,0.4572740557225475,0.49369442948157466,0.4905421456440986,0.3734657368367383,1500.0,1519.8356889391766
2026-01-21,1769014800,RED Canids,Sharks Esports,Q,Bo3,1.0,0.4544430576824319,0.4318536874681974,0.4937715465205204,0.49065780302945433,0.4743074428244807,1520.96742666445,1552.7116719980947
2026-01-21,1769014800,ShindeN,Fluxo W7M,Q,Bo3,1.0,0.5070903122913211,0.5106347555411297,0.4999853655479738,0.49997804832196696,0.5453240198548641,1521.5382505718487,1516.6110666798672
2026-01-21,1769015100,Sangal Esports,Nuclear TigeRES,Q,Bo3,0.0,0.4985751023453749,0.49786265930409673,0.49861224235979124,0.497918368884972,0.3475247991621079,1528.4733274209157,1529.4634504031833
2026-01-21,1769018400,AM Gaming,Illwill,B,Bo3,0.0,0.4583014194397092,0.43759713777657083,0.48905377441449166,0.483583284772053,0.45848827090053973,1517.9248113259641,1546.96740942692
2026-01-21,1769018400,Crashers,PaiN Gaming Academy,B,Bo3,1.0,0.49681832432701856,0.49522755090711584,0.5046746101099021,0.5070117108658829,0.44236862262778154,1498.6599558253179,1500.8708403676335
2026-01-21,1769020800,Eternal Fire,MINLATE (European team),Q,Bo3,1.0,0.5870722780795029,0.6292881259548055,0.518563112481399,0.5278318754279815,0.7704196474775385,1557.8106404945477,1496.6836273056615
2026-01-21,1769022300,EGOISTO (Uzbek team) (page does not exist),BOOTCAMP (page does not exist),Q,Bo1,1.0,0.539946982311639,0.539946982311639,0.506104170500704,0.506104170500704,0.5196928726579259,1527.8172938120974,1500.0
2026-01-21,1769024400,BetBoom Team,KOLESIE (page does not exist),Q,Bo3,1.0,0.5403163852775367,0.560343516530386,0.5086372395104984,0.5129545705566814,0.5096990279500893,1555.5853696744439,1527.5097240224538
2026-01-21,1769024400,HOTU,Gentle Mates,Q,Bo3,1.0,0.5214838160806893,0.532205892223355,0.5056780419309967,0.5085166967745325,0.594167652983058,1526.2018278345827,1511.2641461298547
2026-01-21,1769025600,Galorys,Game Hunters,B,Bo3,0.0,0.4744004129192198,0.4616341721871915,0.49100421325464855,0.4865077758352894,0.37168388403524166,1498.5987883157975,1516.4027711142198
2026-01-21,1769026200,BIG Academy,9INE,Q,Bo3,0.0,0.557249264115239,0.5854986297378723,0.519824017707798,0.5297204452137265,0.6514465324278299,1584.519687044608,1544.563602266479
2026-01-21,1769026800,EYEBALLERS,Ursa (page does not exist),Q,Bo3,0.0,0.42330159694410663,0.38585477437545446,0.48647803405191725,0.479721995886744,0.3991294748078219,1511.043204070855,1564.762740834212
2026-01-21,1769029200,9z Team,Sharks Esports,Q,Bo3,1.0,0.509368630967597,0.514051301858565,0.5044286456456452,0.5066427947512794,0.6205015579724462,1546.7878848980374,1540.2771313125368
2026-01-21,1769029200,Bad Luck,MAGICOS,B,Bo3,1.0,0.4980098466834164,0.4970147857899658,0.49942051160803785,0.4991307678012491,0.4608441883680361,1499.0150939795544,1500.3980014483002
2026-01-21,1769029200,ODDIK,Fluxo W7M,Q,Bo3,1.0,0.5029611133561042,0.5044416181069336,0.4993284226677835,0.49899263460745963,0.4784890525421278,1508.705249201913,1506.6476328408996
2026-01-21,1769029200,Storm Uzbekistan (page does not exist),WINNERS Esports (page does not exist),Q,Bo1,0.0,0.5288131053340298,0.5288131053340298,0.5060237795285204,0.5060237795285204,0.5561906725822735,1500.6857627257255,1480.6421599998457
2026-01-21,1769032200,BOOTCAMP (page does not exist),WINNERS Esports (page does not exist),Q,Bo1,0.0,0.49683272030111264,0.49683272030111264,0.5011945281618411,0.5011945281618411,0.45867805834442027,1490.3729437541904,1492.5738245458847
2026-01-21,1769033400,GenOne,Fnatic,Q,Bo3,1.0,0.5010277697725822,0.5015416524875849,0.49778054566785357,0.4966708403677447,0.5910971457249625,1490.0279158434557,1489.3137472521703
2026-01-21,1769033700,Metanoia,Game Hunters,B,Bo3,0.0,0.4542261142134373,0.4315309866622087,0.4871710361964001,0.4807607771356539,0.42266366823961427,1500.0,1531.8962611107272
2026-01-21,1769039700,Imperial Esports,RED Canids,Q,Bo3,0.0,0.4562448584865817,0.4345348272526302,0.4893987314011459,0.4841004799890599,0.36237684015714244,1502.0614592638992,1532.5436165203225
2026-01-22,1769040000,Sharks Esports,Galorys,B,Bo3,1.0,0.5661756784017197,0.5986839218393195,0.5123570025481159,0.5185317301045127,0.6548890325410056,1529.3679891946801,1483.1130640646293
2026-01-22,1769043900,Team Nemesis (page does not exist),BC.Game Esports,Q,Bo3,1.0,0.5552460733228654,0.5825318737415011,0.5106425174667458,0.5159613653894177,0.6857501826148378,1530.2628115037778,1491.716529578188
2026-01-22,1769044500,BESTIA,ShindeN,Q,Bo3,1.0,0.47076755361210276,0.45620129076919647,0.4933728787980129,0.4900599003065847,0.40190859718865773,1510.8437067802704,1531.1796826213533
2026-01-22,1769072400,FORZE Reload,Acend,C,Bo3,0.0,0.5357852176851944,0.5535861747304963,0.5019034051179136,0.5028550938849834,0.45137265389550607,1496.3600930222972,1471.4513884741875
2026-01-22,1769072400,GenOne,UNiTY esports,B,Bo3,1.0,0.5234039268603655,0.5350802515792332,0.5012024379299975,0.5018036534178898,0.5254327138023396,1500.2849787177342,1484.010371947753
2026-01-22,1769072400,MASONIC,Prestige Esport (page does not exist),C,Bo3,0.0,0.5480740327784888,0.5718888401593063,0.5066676357346473,0.5100008607509228,0.3528266377909162,1548.6833792590758,1515.1746072902151
2026-01-22,1769074200,MOUZ NXT,ALLINNERS,Q,Bo3,1.0,0.6899962175330048,0.7712771455655485,0.537328401248888,0.5558885743725208,0.7347527730211925,1584.5197596870921,1445.5278728268338
2026-01-22,1769082000,Truck Drivers (page does not exist),Prestige Esport (page does not exist),C,Bo3,1.0,0.5170899153490573,0.5256248902842704,0.5021903901768532,0.5032855642471318,0.3653364383047763,1541.9925295295732,1530.112612315139
2026-01-22,1769083200,9z Team,Keyd Stars,B,Bo3,1.0,0.645749348790211,0.7124317534683371,0.5331307406156708,0.5496233792754184,0.8916858232868684,1560.3845495131686,1456.0832216706924
2026-01-22,1769083200,MIBR,CTNEx,B,Bo3,1.0,0.540232004833923,0.5602177670612045,0.5101729342967324,0.5152572958798006,0.5052296252085682,1528.0166292129763,1500.0
2026-01-22,1769083200,Phantom Esports,FORZE Reload,B,Bo3,1.0,0.47355526585174296,0.4603698856502465,0.4949518181601097,0.4924279845373089,0.5450695164962032,1463.1556060967414,1481.5484523716823
2026-01-22,1769085000,MASONIC,MINLATE (European team),Q,Bo3,0.0,0.5652325907562193,0.5972937188350939,0.5128038988574299,0.5192016501482445,0.5536005087296509,1533.4924480968848,1487.9043626719078
2026-01-22,1769086800,LargadosyPelados,Four Magic (page does not exist),B,Bo3,1.0,0.5142070337899999,0.5213048155950234,0.502145571983598,0.5032183382212052,0.5373247056999672,1500.0,1490.1252837397508
2026-01-22,1769086800,Gentle Mates,GenOne,Q,Bo3,1.0,0.4835117328952122,0.47527656444075916,0.5005184529173199,0.5007776790972663,0.5711057297066493,1501.420491327242,1512.8818685694457
2026-01-22,1769086800,KOLESIE (page does not exist),Nuclear TigeRES,Q,Bo3,0.0,0.4684114650822291,0.45268023794882817,0.4917316309601913,0.4875985769897083,0.34454935358655586,1518.4071921084137,1540.3864277643404
2026-01-22,1769086800,BIG Academy,Team Nemesis (page does not exist),Q,Bo3,0.0,0.5451504712561077,0.5675416225383544,0.5149424578415808,0.522407014146667,0.5980028342049016,1569.509582323074,1538.0501252186316
2026-01-22,1769086800,EYEBALLERS,FUT Esports,Q,Bo3,1.0,0.49882790745226613,0.4982418643988429,0.4972345842105791,0.4958519186130386,0.44175215652945987,1502.8924651194754,1503.70691993256
2026-01-22,1769094000,CTNEx,Keyd Stars,B,Bo3,0.0,0.5556471006592476,0.5831260173860162,0.5141376940564429,0.521200889558622,0.5375376225722804,1483.711744571965,1444.8833308372668
2026-01-22,1769094000,Team Falcons,Team Liquid,S,Bo3,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-22,1769097600,Yawara E-Sports (page does not exist),Prison Breakers (page does not exist),B,Bo3,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-22,1769097600,9INE,HOTU,Q,Bo3,0.0,0.5335899471797035,0.5503091227325758,0.4966612058977624,0.4949918832853657,0.4111975587303228,1559.3633116320927,1535.9874170626827
2026-01-22,1769097600,BetBoom Team,Ursa (page does not exist),Q,Bo3,1.0,0.49209712432298486,0.4881466736396953,0.49935253096543264,0.49902879699100794,0.44847670783767707,1567.3464657439124,1572.8384035859174
2026-01-22,1769097600,EYEBALLERS,Nuclear TigeRES,Q,Bo3,0.0,0.4477179502043485,0.42186274214753394,0.48821897522580715,0.48233173307552657,0.3546485046505419,1513.804633061252,1550.2672015860878
2026-01-22,1769097600,Los kogutos,Illwill,Q,Bo3,1.0,0.41012012266937276,0.3666323538307671,0.4804857416149879,0.47074347472677935,0.392589985970711,1497.3590126079619,1560.5000136722429
2026-01-22,1769101200,Imperial Esports,ODDIK,Q,Bo3,1.0,0.46552713202578355,0.4483726316776556,0.4943529104200827,0.4915297257972139,0.49049078737613233,1492.6600502129886,1516.652316522906
2026-01-22,1769101200,ShindeN,9z Team,Q,Bo3,1.0,0.4222190843383963,0.38426975549491377,0.48570195078718975,0.47855877220161225,0.2699222368717357,1521.3169236737424,1575.8070569774259
2026-01-22,1769101200,Gentle Mates,Team Nemesis (page does not exist),Q,Bo3,1.0,0.4468134829147027,0.42052113300676913,0.49205875128038257,0.48808912852535885,0.44616611741864426,1512.8556367406431,1549.9537633975733
2026-01-22,1769104800,AM Gaming,1w Team,B,Bo3,0.0,0.4884819260753051,0.4827259452271688,0.49551048621457283,0.4932659103007508,0.4812715841785157,1504.1492858926626,1512.1542795969472
2026-01-22,1769105100,FURIA,HEROIC,S,Bo3,1.0,0.5,0.5,0.5,0.5,0.5,1500.0,1500.0
2026-01-22,1769105100,Sashi Esport,Npcer (page does not exist),Q,Bo1,1.0,0.5492012604366264,0.5492012604366264,0.5087870116559878,0.5087870116559878,0.6138386131470518,1534.299532880854,1500.0
2026-01-22,1769105100,Sketch (page does not exist),Avanti Esport (page does not exist),Q,Bo1,1.0,0.4996604685523964,0.4996604685523964,0.5024188207695832,0.5024188207695832,0.5369827028571083,1500.508390941494,1500.7443215923618
2026-01-22,1769106000,Tricked Esport,Afdanket Deluxe (page does not exist),Q,Bo1,1.0,0.5958722742720056,0.5958722742720056,0.5171939682630627,0.5171939682630627,0.6384911146264437,1567.4538126004588,1500.0
2026-01-22,1769106300,Vendetta Gaming (page does not exist),XI Esport (page does not exist),Q,Bo1,0.0,0.5259791621023208,0.5259791621023208,0.5020760993596219,0.5020760993596219,0.5197108010763802,1500.0,1481.9315578901017
2026-01-22,1769106600,FORZE Reload,Eternal Fire,Q,Bo3,1.0,0.35410539706260946,0.2873688974599348,0.4660874414006853,0.4492091651659194,0.21091834952819877,1464.2169998694549,1568.6286436896078
2026-01-22,1769107800,Tricked Esport,Sketch (page does not exist),Q,Bo1,1.0,0.5911194196634693,0.5911194196634693,0.5169556887966208,0.5169556887966208,0.6269053579065568,1574.9536350307212,1510.9221379012242
2026-01-22,1769108400,RED Canids,BESTIA Academy,B,Bo3,0.0,0.5599740125155024,0.5895295798598281,0.5129962649362633,0.5194900071906615,0.6944599584971091,1541.8758185364043,1500.0
2026-01-22,1769108400,Bounty Hunters Esports,Bad Luck (page does not exist),B,Bo3,1.0,0.48480849934969167,0.4772197608649859,0.49767144864682383,0.4965071982217517,0.4280301603100794,1489.4406141357003,1500.0
2026-01-22,1769108400,Gaimin Gladiators,A Fundação,B,Bo3,1.0,0.4765993176717929,0.4649246045574486,0.4933816825422203,0.4900731036060804,0.4095021936843396,1483.727652711661,1500.0
2026-01-22,1769109300,Sashi Esport,XI Esport (page does not exist),Q,Bo1,1.0,0.5714238149102505,0.5714238149102505,0.5108582507709257,0.5108582507709257,0.6042664697112555,1542.8245251576034,1492.8524045347137
2026-01-22,1769111100,Ursa (page does not exist),Gentle Mates,Q,Bo3,0.0,0.5526977846712631,0.578753987555005,0.5062714394694997,0.5094066658808672,0.5025069567633655,1561.5425581489828,1524.7878882458733
2026-01-22,1769111400,Sashi Esport,Tricked Esport,Q,Bo1,0.0,0.45493086051774395,0.45493086051774395,0.49162718580208475,0.49162718580208475,0.46047162029219735,1552.0681415465644,1583.4706197618154
2026-01-22,1769112000,RED Canids,BESTIA,Q,Bo3,1.0,0.5042757635617768,0.5064134890023292,0.510233441625098,0.5153480190775296,0.6458476849090006,1523.6220526486125,1520.6508753878886
2026-01-22,1769112000,9INE,Nuclear TigeRES,Q,Bo3,1.0,0.47632868511451887,0.4645195552218865,0.4846379597073455,0.4769641902069065,0.263639546432602,1543.237972172319,1559.6987918392892
2026-01-22,1769112000,ShindeN,Imperial Esports,Q,Bo3,1.0,0.5409174331759158,0.5612391388569362,0.5102216515272381,0.5153303413303976,0.5025271950388925,1532.919179030793,1504.4231081115497
